Name,HP
Lilin Devil,73
Lillend Azata,73
Nabasu Demonling,73
Sea Drake,73
Wyvern,73
Clockwork Steed,74
Flagstone Golem,74
Gaki,74
Aballonian,75
Ankylosaurus,75
Apocalypse Locust,75
Blood Weird,75
Brain Ooze,75
Dunkleosteus,75
Eye Of The Deep,75
Giant Electric Catfish,75
Hag Nymph,75
Halsora,75
Hooded Horror,75
Lead Skeleton,75
Lightning Weird,75
Magmoid,75
Medium Lightning Quasi-elemental,75
Sepulchral Guardian,75
Soul Eater,75
Tallow Golem,75
Adhukait,76
Arach,76
Blighted Fey,76
Cactant,76
Capramace,76
Caulborn,76
Cave Leech,76
Cerberi,76
Daochyn,76
Dragon Horse,76
Dragonne,76
Dragonnel,76
Dreadweed,76
Drider,76
Drocha Swarm,76
Duppy,76
Elder Nirento,76
Fanged Sea Serpent,76
Gray-Scale Inphidian,76
Hangman Tree,76
Hell Moth,76
Huge Acid Quasi-elemental,76
Huge Obsidian Quasi-elemental,76
Iguanodon,76
Incubus,76
Karkinoi,76
Kelp Devil,76
Large Gravity Elemental,76
Legion Archon,76
Livestone,76
Lunarma,76
Malkeen,76
Medusa,76
Megapiranha Swarm,76
Mothman,76
Movanic Deva,76
Nazalor,76
Nothosaurus,76
Oceanid,76
Owb,76
Pairaka,76
Phantom Lancer,76
Qallupilluk,76
Revenant,76
Rorkoun,76
Salamander,76
Salikotal,76
Sea Scourge,76
Shadow Hunter,76
Shedu,76
Spartolos,76
Stygira,76
Tendriculos,76
Tendrul,76
Theletos,76
Tormentor Devil,76
Vanth,76
Vegepygmy Chief,76
Water Naga,76
Woolly Rhinoceros,76
Yaenit,76
Young Black Dragon,76
Young Brass Dragon,76
Young Cloud Dragon,76
Young Underworld Dragon,76
Mythic Manticore,77
Mythic Winter Wolf,77
Stirge Swarm,78
Ebon Acolytus,79
Flesh Golem,79
Frog Stone Idol,79
Mythic Troll,79
Abyssal Wolf,80
Desert Hermit,80
Invisible Stalker,80
Merrow Saltwater,80
Nogitsune,80
Rock Troll,80
Shoggti,80
Spawn Of Juiblex,80
Adamantine Wasp Swarm,82
Oliphant,82
Quetzalcoatlus,82
Soul Eater,82
Tombstone Fairy,82
Blackwood Satyr,83
Aboleth,84
Bedlam,84
Black Troll,84
Bulette,84
Cytillipede,84
Ebony Horse,84
Ekimmu,84
Frost Drake,84
Fungal Nymph,84
Gray Nisp,84
Hangman Tree,84
Intellect Devourer,84
Shark-Eating Crab,84
Spire Drake,84
Storm Drake,84
Succubus,84
Svartalfar,84
Warmonger Devil,84
Yaoguai,84
Abasheen Genie,85
Arsinoitherium,85
Asp Mummy,85
Axiomite,85
Blaze Boa,85
Bodak,85
Brass Man,85
Chaos Beast,85
Charda,85
Chimera,85
Chuul,85
Criosphinx,85
Dark Naga,85
Death Naga,85
Dosojin,85
Dullahan,85
Dweomercat,85
Firebird,85
Formian Taskmaster,85
Galley Beggar,85
Giant Adult Ant Lion,85
Giant Rhinoceros Beetle,85
Giant Sea Snake,85
Greater Barghest,85
Greater Basilisk,85
Guardian Cimota,85
Hellcat,85
Hill Giant,85
Hound of Tindalos,85
Huge Fire Elemental,85
Huge Lightning Elemental,85
Huge Magma Elemental,85
Huge Smoke Elemental,85
Kirin,85
Lurker Above,85
Magma Ooze,85
Manananggal,85
Marrowstone Golem,85
Megalania,85
Ngoga,85
Oil Shark,85
Ooze Golem,85
Pukwudgie,85
Rot Grub Swarm,85
Sceaduinar,85
Shaitan,85
Slag Giant,85
Soulbound Mannequin,85
Spellscar Fext,85
Storm Hag,85
Suspiridaemon,85
Totenmaske,85
Unfettered Eidolon,85
Verdurous Ooze,85
Very Young Red Dragon,85
Vilkacis,85
Warmonger Wasp,85
Winter Hag,85
Young Copper Dragon,85
Young Green Dragon,85
Young Magma Dragon,85
Young Sea Dragon,85
Dun Pudding,87
Metallic Ooze,87
Mythic Ettin,89
Animate Dream,90
Blood Hag,90
Blood Wight,90
Bone Golem,90
Destrachan,90
Gargoyle Guardian,90
Ghoul Dire Wolf,90
Giant Octopus,90
Hellwasp Swarm,90
Necromantic Golem,90
Pod-Spawned Guard Captain,90
Shadow Dire Bear,90
Stegosaurus,90
Dark Custodian,91
Frostfallen Mammoth,91
Lesser Gibbering Orb,91
Mohrg,91
Oracular Cyclops,91
Rawbones,91
Geon,92
Mihstu,92
Mythic Mummy,92
Night Hag,92
Ogre Mage,92
Rock Troll,92
Stirge Demon,92
Allosaurus,93
Bogeyman,93
Dromosphinx,93
Elephant,93
Fallen,93
Wolf-in-sheep's-clothing,93
Xenopterid,93
Amaimon Devil,94
Avoral,94
Blood Reaver Devil,94
Demonic Knight,94
Dimensional Shambler,94
Erinyes Devil,94
Giant Jellyfish,94
Giant Stymphalides,94
Juvenile Gray Dragon,94
Juvenile White Dragon,94
Lammasu,94
Lava Lizard,94
Maenad,94
Mantidrake,94
Marai,94
Mordnaissant,94
Naunet,94
Remorhaz,94
Stymphalidies,94
Vile Drake,94
White Pudding,94
Yuki-onna,94
Algant,95
Azgenzak,95
Baku,95
Balisse Angel,95
Bog Creeper,95
Chrestomath,95
Deadfall Scorpion,95
Denizen of Leng,95
Dire Bear,95
Efreeti,95
Ghirru,95
Gloom Crawler,95
Gorgimera,95
Greater Acid Quasi-elemental,95
Greater Obsidian Quasi-elemental,95
Greater Salt Elemental,95
Hellwidow,95
Huge Air Elemental,95
Huge Earth Elemental,95
Huge Ice Elemental,95
Huge Mud Elemental,95
Huge Negative Energy Elemental,95
Huge Positive Energy Elemental,95
Huge Water Elemental,95
Hydrodaemon,95
Lava Weird,95
Lurker Above,95
Monadic Deva,95
Quickwood,95
Runeslave Hill Giant,95
Sentinel Hut,95
Seraph Genie,95
Shadow Wing,95
Slaughterford,95
Spirit Naga,95
Stone Maiden,95
Two-headed Troll,95
Uniila,95
Very Young Gold Dragon,95
Weaverworm,95
Young Blue Dragon,95
Young Bronze Dragon,95
Young Cloud Dragon,95
Young Mist Dragon,95
Young Sky Dragon,95
Young Void Dragon,95
Alchemical Golem,96
Cephalophore,96
Coral Golem,96
Glass Golem,96
Iron Maiden Golem,96
Obsidian Minotaur,96
Ossuary Golem,96
Baykok,97
Cold Rider,97
Forsaken Lich,97
Hawanar Genie,97
Mythic Lamia,97
Wolf-in-sheep's-clothing,97
Ebon Ooze,100
Gorgon,100
Gray Render,100
Leanan Sidhe,100
Sand Kraken,100
Urannag,100
Broken Soul Lillend,101
Clay Golem,101
Clockwork Snail,101
Clockwork Mage,102
Common Time Elemental,102
Dust Ghoul,102
Giant Slug,102
Giant Slug,102
Giant Squid,102
Gynosphinx,102
Iku-turso,102
Lamia Matriarch,102
Large Lightning Quasi-elemental,102
Marsh Giant,102
Soucouyant,102
Spider Lich,102
Spitting Sea Serpent,102
Stone Giant,102
Undead Fire Elemental,102
Vampire,102
Whirlmaw,102
Balban Demon,103
Desert Drake,103
Drowning Devil,103
Mythic Wyvern,103
Nabasu,103
Adult Dungeon Dragon,104
Astral Spider,104
Deinosuchus,104
Gargantuan Monstrous Sea Wasp,104
Giant Cobalt Viper,104
Goliath Stag Beetle,104
Guecubu,104
Jyoti,104
Kuchrima,104
Lich Shade,104
Moonflower,104
Nephilim,104
Nuckalavee,104
Nuckelavee,104
Quickwood,104
Salt Drake,104
Shantak,104
Sleeping Willow,104
Terry Demodand,104
Young Silver Dragon,104
Young Umbral Dragon,104
Young Vortex Dragon,104
Angustiden,105
Behir,105
Black Pudding,105
Bone Devil,105
Boruta,105
Brine Drake,105
Charonodaemon,105
Crimson Whale,105
Dire Tiger,105
Dracohydra,105
Dragon Horse,105
Elasmosaurus,105
Fire Lizard,105
Girtablilu,105
Gnasher Lizard,105
Gorgosaurus,105
Huge Gravity Elemental,105
Ijiraq,105
Irnakurse,105
Juvenile Black Dragon,105
Juvenile Brass Dragon,105
Mustard Jelly,105
Mythic Greater Barghest,105
Neh-thalggu,105
Northlands Aurochs,105
Silverfish Swarm,105
Tenebrous Worm,105
Tylosaurus,105
Undead Raven Swarm,105
Warped One,105
Yithian,105
Young Lunar Dragon,105
Aluum,107
Bronze Minotaur,107
Stone Golem,107
Taotieh,107
Tophet,107
Witch-doll Golem,107
Black Rot,108
Brume,110
Greater Lightning Elemental,110
Time Flayer,110
Zombie Horde,110
Lich,111
Tiberolith,111
Dire Shark (Megalodon),112
Dire Smilodon,112
Kytha,112
Lurker Wraith,112
Philosopher Golem,112
Shield Archon,112
Skull Ripper,112
Sword Spider,112
Trench Mist,112
Tunnel Worm,112
Vrock,112
Worm That Walks,113
Angazhani (High Girallon),114
Aurumvorax,114
Aurumvorax,114
Baba Yaga,114
Baluchitherium,114
Banyant,114
Bone Crawler,114
Camulatz,114
Elder Acid Quasi-elemental,114
Elder Obsidian Quasi-elemental,114
Elder Salt Elemental,114
Fountain Fungus,114
Fungus Queen,114
Geist,114
Gelatinous Golem,114
Greater Gelid Beetle,114
Guardian Naga,114
Kere,114
Living Mirage,114
Marid,114
Marid Genie,114
Mummified Gynosphinx,114
Nependis,114
Phantasm,114
Sandpoint Devil,114
Sangudaemon,114
Sepia Snake,114
Shard Spider,114
Spiny Eurypterid,114
Squealer,114
Star Monarch,114
Tikbalang,114
Treant,114
Upasunda,114
Vescavor Queen,114
Well Lurker,114
Yrthak,114
Bloodsoaker Vine,115
Brontotherium,115
Brown Pudding,115
Coven Ooze,115
Daughter of Urgathoa,115
Demonic Deadfall Scorpion,115
Dracolisk,115
Dragonkin,115
Garuda,115
Giant Snapping Turtle,115
Giant Tarantula,115
Greruor Demon,115
Juvenile Copper Dragon,115
Juvenile Green Dragon,115
Kithangian,115
Lava Drake,115
Leukodaemon,115
Mythic Medusa,115
Raggoth,115
Rakewood,115
Rakshasa,115
Shedu,115
Shoki,115
Spawning Canker,115
Vrykolakas,115
Wight Lord,115
Witch Tree,115
Witchfire,115
Yangethe,115
Young Adult Gray Dragon,115
Young Adult White Dragon,115
Young Red Dragon,115
Young Solar Dragon,115
Zelekhut,115
Zeuglodon,115
Mythic Hydra,117
Mythic Vampire,117
Sphinx Stone Idol,117
Trapper,117
Clockwork Golem,118
Mythic Aboleth,118
Reliquary Guardian,118
Gohl,119
Mokele-Mbembe,119
Mythic Hill Giant,119
Poludnica,119
Triceratops,119
Magma Ooze,120
Mature Helix Moth,120
Roc,120
Tick Swarm,120
Devilbound Sorcerer,121
Fossil Golem,122
Skiff Golem,122
Androsphinx,123
Coral Giant,123
Desert Giant,123
Dorvae,123
Einherji,123
Greater Air Elemental,123
Greater Fire Elemental,123
Greater Ice Elemental,123
Greater Magma Elemental,123
Greater Mud Elemental,123
Greater Negative Energy Elemental,123
Greater Positive Energy Elemental,123
Greater Smoke Elemental,123
Greater Water Elemental,123
Imentesh,123
Phasma,123
Sargassum Fiend,123
Trapper,123
Zuishin,123
Mythic Juvenile White Dragon,124
Chortov,125
Derghodaemon,125
Kalavakus,125
Nerizo Demon,125
Netherspark,125
Nyogoth,125
Proto-Creature,125
Boarfolk,126
Cave Giant,126
Chaaor Demon,126
Chalkydri,126
Colour Out Of Space,126
Couatl,126
Deathtrap Ooze,126
Derakni,126
Dimensional Slug,126
Dragon Turtle,126
Emperor Walrus,126
Formian Myrmarch,126
Giant Anaconda,126
Glass Urchin,126
Immense Tortoise,126
Impaled Spirit,126
Juvenile Blue Dragon,126
Juvenile Bronze Dragon,126
Movanic Deva,126
Nereid,126
Nereid,126
Nessian Warhound,126
Nue,126
Peluda,126
Rift Drake,126
Sacristan,126
Shard Slag,126
Stone Pudding,126
Young Adult Black Dragon,126
Young Adult Brass Dragon,126
Young Forest Dragon,126
Young Gold Dragon,126
Young Sovereign Dragon,126
Adlet,127
Corpsespinner,127
Crimson Death,127
Fext,127
Galvo,127
Gholdako,127
Gug,127
Gug Savant,127
Jungle Giant,127
Kapre,127
Minor Grim Reaper,127
Pale Stranger,127
Shenzuzhou,127
Woodwose,127
Clockwork Leviathan,128
Shedu Stone Idol,128
Iron Golem,129
Tyrant Jelly,129
Soulbound Shell,132
Ankou,133
Behemoth Hippopotamus,133
Cliff Giant,133
Crag Giant,133
Demi-lich,133
Devourer,133
Devouring Mist,133
Frost Giant,133
Garipan,133
Impundulu,133
Irlgaunt,133
Mastodon Elephant,133
Moon-beast,133
Noble Marid,133
Royal Naga,133
Spawn Of Yog-Sothoth,133
Thriae Seer,133
Greater Ooze Demon,135
Myrmecoleon,135
Nihiloi,135
Titan Centipede,135
Carnivorous Crystal,136
Contract Devil,136
Dretch Megaswarm,136
Elder Lightning Elemental,136
Empyreal,136
Fire Whale,136
Ghaele Azata,136
Greater Earth Elemental,136
Greater Gravity Elemental,136
Korir-kokembe,136
Mobogo,136
Saumen Kar,136
Siyokoy,136
Slime Demodand,136
Thundershrike,136
Water Orm,136
White Rider,136
Young Adult Copper Dragon,136
Young Adult Green Dragon,136
Entropic Ooze,137
Forgefiend,137
Gibrileth,137
Gongorinan,137
Piscodaemon,137
Piscodaemon,137
Retriever,137
Aerial Servant,138
Barbed Devil,138
Cacodaemon,138
Chuul-Ttaen,138
Delver,138
Dire Crocodile,138
Gargiya,138
Great Sea Anemone,138
Kronosaurus,138
Lightning Treant,138
Mezzalorn Demon,138
Raelis,138
Sapphire Jellyfish,138
Scylla,138
Ursikka,138
Woolly Rhinoceros,138
Cat Lord,139
Graveknight,139
Cannon Golem,140
Petrified Horror,140
High Cimota,141
Cinder Knight,142
Crucifixion Spirit,142
Demilich,142
Draconid,142
Fire Giant,142
Giant Emperor Scorpion,142
Jubilex-touched Marsh Jelly,142
Juggernaut,142
Lesser Banshee,142
Mouse Lord,142
Mythic Sphinx,142
Pharaonic Guardian,142
Sea Giant,142
Sea Spider,142
Tentacled Horror,142
Animated Tank,144
Furnace Golem,144
Larabay,144
Hezrou,145
Mythic Bone Devil,145
Mythic Flesh Golem,145
Mythic Treant,146
Abaia,147
Adult Brine Dragon,147
Ash Giant,147
Atamahuta,147
Bhuta,147
Cauchemar,147
Char Shambler,147
Crystallis,147
Erodaemon,147
Gnarlwood,147
Gnoph-Keh,147
Goliath Spider,147
Greater Shedu,147
Harionago,147
Interlocutor,147
Leonal,147
Lukwata,147
Meladaemon,147
Monadic Deva,147
Rukh,147
Seps,147
Sleipnir,147
Svathurim,147
Tetrolimulus,147
Thunderbird,147
Young Adult Blue Dragon,147
Young Adult Bronze Dragon,147
Akhana,148
Shachath,148
Adult Crystal Dragon,149
Adult Gray Dragon,149
Adult White Dragon,149
Giant Flytrap,149
Gigas Clam,149
Jinmenju,149
Juvenile Red Dragon,149
Mammoth,149
Young Time Dragon,149
Bebilith,150
Brass Golem,150
Canopy Creeper,150
Chernobue,150
Giant Snapping Turtle,150
Rusalka,150
Shira,150
Sojourner Of The Sea,150
Aerial Servant,152
Aoandon,152
Bronze Giant,152
Deadly Mantis,152
Elder Air Elemental,152
Elder Fire Elemental,152
Elder Ice Elemental,152
Elder Magma Elemental,152
Elder Mud Elemental,152
Elder Negative Energy Elemental,152
Elder Positive Energy Elemental,152
Elder Smoke Elemental,152
Elder Water Elemental,152
Inverted Giant,152
Jotun,152
Mythic Vrock,152
Red Rider,152
Shining Child,152
Vouivre,152
Living Rune,153
Tyrannosaurus,153
Calikang,157
Death Worm Leviathan,157
Grand Defender,157
Nightskitter,157
Proscriber,157
Putrid Ooze,157
Shaggy Demodand,157
Taiga Giant,157
Voidstick Zombie,157
Whale,157
Wickerman,157
Kolyarut,158
Adult Black Dragon,161
Adult Brass Dragon,161
Adult Cloud Dragon,161
Adult Underworld Dragon,161
Aghasura,161
Athach,161
Banshee,161
Basilosaurus,161
Catoblepas,161
Chain Worm,161
Dark Young of Shub-Niggurath,161
Deathstroke Serpent,161
Derghodaemon,161
Ghawwas,161
Ice Devil,161
Jorogumo,161
Juvenile Gold Dragon,161
Juvenile Sovereign Dragon,161
Malbolgian Cerberi,161
Sayona,161
Daraka Demon,162
Ghonhatine,162
Gibbering Abomination,162
Lorelei,162
Omox,162
Roper,162
Shadow Roper,162
Shrroth Demon,162
Stygian Spawn,162
Giant Sea Slug,164
Grimm,165
Mythic Rakshasa,165
Mythic Young Red Dragon,165
The First Owlbear,165
Mythic Nessian Warhound,166
Azruverda,168
Baregara,168
Cloud Giant,168
Coloxus,168
Dune Horror,168
Elder Earth Elemental,168
Elder Gravity Elemental,168
Frost Worm,168
Glass Wyrm,168
Scarlet Walker,168
Valkyrie,168
Dragonship,170
Spinosaurus,170
Black Rider,171
Brachiosaurus,171
Morrigna,171
Pit Hag,171
Razor Treant,171
Tarry Demodand,171
Adult Copper Dragon,172
Adult Green Dragon,172
Adult Magma Dragon,172
Adult Sea Dragon,172
Astral Deva,172
Crysolax,172
Hetkoshu,172
Kokogiak,172
Mature Adult White Dragon,172
Mature Gray Dragon,172
Mithral Golem,172
Thanadaemon,172
Woolly Rhinoceros Elasmotherium,172
Young Adult Red Dragon,172
Flayer Devil,174
Dwiergeth,175
Greater Verduous Ooze,175
Heresy Devil,175
Mute hag,175
Nabasu Demon,175
Obambo,175
Oolioddroo,175
Stygian Turtle-shark,175
Tobongo,175
Trumpet Archon,175
Battlehulk,177
Clockwork Dragon,177
Biclops,178
Corpse Lotus,178
Inkanyamba,178
Lilith,178
Siabrae,178
Splinter Drake,178
The Old Man,178
Umdhlebi,178
Vorin,178
Widow Creeper,178
Gashadokuro,180
Peri,180
Adult Blue Dragon,184
Adult Bronze Dragon,184
Adult Cloud Dragon,184
Adult Mist Dragon,184
Adult Sky Dragon,184
Adult Void Dragon,184
Argus,184
Beluiri,184
Blue Whale,184
Carnivorous Blob,184
Charybdis,184
Dread Wraith,184
Froghemoth,184
Froghemoth,184
Giant Bog Turtle,184
Mature Adult Black Dragon,184
Mature Adult Brass Dragon,184
Oni Earth Yai,184
Seaweed Siren,184
Spitting Eurypterid,184
Young Adult Gold Dragon,184
Glabrezu,186
Ciratto,187
Possession Greater Devil,187
Ghorazagh,187
Handmaiden Devil,187
Sea Serpent,187
Dancing Hut Of Baba Yaga,188
Aeshma Demon,189
Akhlut,189
Shipwrecker Crab,189
Somalcygot,189
Spirit of Adoration,189
Diplodocus,190
Hamadryad,190
Noble Time Elemental,190
Viper Vine,190
Adult Silver Dragon,195
Adult Umbral Dragon,195
Adult Vortex Dragon,195
Courage Heart,195
Great Cyclops,195
Mature Adult Copper Dragon,195
Mature Adult Green Dragon,195
Mezlan,195
Nightwing,195
Rokurokubi,195
Temerdaemon,195
Vemerak,195
Vespergaunt,195
Mythic Fire Giant,197
Alraune,199
Cat Lord,199
Corpse Orgy,199
Kakuen-taka,199
Sphinx Colossus,199
Steward of the Skein,199
Storm Giant,199
Vydrarch,199
Adult Lunar Dragon,200
Basileus,200
Ghaddar Devil,200
Ice Yai,200
Mastodon,200
Purple Worm,200
Veiled Master,200
Volcano Giant,201
Crag Linnorm,202
Fisherman,202
Leng Spider,202
Mythic Elder Air Elemental,202
Mythic Elder Fire Elemental,202
Mythic Elder Water Elemental,202
Noqual Golem,202
Nysrock Demon,202
Sepid,202
Augnagar,203
Giant Proto-Creature,203
Nalfeshnee,203
Adamantine Golem,205
Air Elemental Construct,205
Earth Elemental Construct,205
Fire Elemental Construct,205
Water Elemental Construct,205
Behemoth Golem,206
Arcanotheign,207
Bythos,207
Caizel,207
Dybbuk,207
Flying Polyp,207
Hand of the Inheritor,207
Mature Adult Blue Dragon,207
Mature Adult Bronze Dragon,207
Mountain Troll,207
Suijin,207
Warsworn,207
Crone Queen,209
Ecorche,209
Mythic Lich,209
Demoriel,210
Phoenix,210
Stringy Demodand,210
Toshigami,210
Willow Dusk,210
Addu,212
Adult Red Dragon,212
Adult Solar Dragon,212
Astradaemon,212
Belier Devil,212
Cetaceal,212
Crucidaemon,212
Gorynych,212
Old Gray Dragon,212
Old White Dragon,212
Stormghost,212
Clockwork Goliath,214
Marut,214
Jotund Troll,216
Memitim,216
Horned Devil,217
Mallor Demon,217
Riftcreeper,217
Seraptis,217
Ancient Dungeon Dragon,218
Gallows Tree,218
Hyakume,218
Mythic Elder Earth Elemental,218
Ocean Giant,218
Personification of Fury,218
Sand Giant,218
Shadow Giant,218
Addath,220
Hungerer,220
Mythic Ice Devil,221
Flesh Colossus,224
Adult Gold Dragon,225
Adult Sovereign Dragon,225
Amalgamation,225
Emperor of Scales,225
End's Voice,225
Great White Whale,225
Living Monolith,225
Nemhain,225
Old Black Dragon,225
Old Brass Dragon,225
Popobala,225
Stabbing Beast,225
Stabbing Beast,225
Sthenno,225
Tataka,225
Vilsteth,225
Woundwyrm,225
Black Scorpion,228
Gallowdead,228
Royal Time Elemental,228
Adult Forest Dragon,229
Fire Yai,229
Gare Linnorm,229
Kurshu The Undying,229
Planetar,229
Ugash-iram,229
Ulkreth,229
Bodythief,230
Gunpowder Ooze,230
Hollow Serpent,230
Jubjub Bird,230
Mother's Maw,230
Neothelid,230
Pelagos Sea Spider,230
Wind Yai,230
Herald Of Tsathogga,231
Sea Bonze,231
Soul Reaper,231
Black Magga,232
Labyrinth Minotaur,232
Gigas Hell,237
Manitou,237
Mature Adult Red Dragon,237
Old Copper Dragon,237
Old Green Dragon,237
Very Old Gray Dragon,237
Very Old White Dragon,237
Nightwalker,241
Plasma Ooze,241
Slimy Demodand,241
Ephialtes Kyton,243
Mythic Great Cyclops,243
Shemhazian,246
Zomok,246
Faceless Whale,248
Fjord Linnorm,248
Gharros Demon,248
Spine Dragon,248
Ha-Naga,250
Mature Adult Gold Dragon,250
Old Blue Dragon,250
Old Bronze Dragon,250
Scylla,250
Slorath,250
Very Old Black Dragon,250
Very Old Brass Dragon,250
Elemental Air Dragon,252
Elemental Earth Dragon,252
Elemental Fire Dragon,252
Elemental Water Dragon,252
Flayed Angel,252
Kulgreer,252
Wood Elemental,252
Barometz,253
Ypotryll,253
Adult Time Dragon,256
Brijidine,256
Gelatinous Emperor,256
Jade Colossus,256
Mature Adult Forest Dragon,256
Mythic Mature Adult Black Dragon,260
Apostate Devil,261
First Blade,261
Khala,261
Kongamato,261
Bakekujira,262
Old Umbral Dragon,262
Shaggy Demodand,262
Tunche,262
Very Old Copper Dragon,262
Very Old Green Dragon,262
Lilitu,263
Mortuary Cyclone,263
Termagant,263
Kaminari,264
Marilith,264
Phasmadaemon,264
Stone Colossus,265
Baaphel,270
Erlking,270
Euryale,270
Immortal Ichor,270
Lusca,270
Norn,270
Rune Giant,270
Taniniver,270
Winterwight,270
Ancient Brine Dragon,275
Shinigami,275
Titivilus,275
Very Old Blue Dragon,275
Very Old Bronze Dragon,275
Formian Queen,276
Ice Linnorm,279
Thrasfyr,279
Wendigo,279
Mythic Phoenix,280
Abyss Gigas,283
Abyssal Harvester,283
Ancient Crystal Dragon,283
Ancient Gray Dragon,283
Ancient White Dragon,283
Cervinal,283
Grootslang,283
Mire Brute,283
Old Red Dragon,283
Ferrous Giant,287
Keketar,287
Mythic Nalfeshnee,287
Bhole,290
Cairn Linnorm,290
Choronzon Demon,290
Kraken,290
Oma,290
Thulgant,290
Purrodaemon,294
Star Archon,294
Mythic Mature Adult Blue Dragon,295
Advodaza Devil,297
Ancient Black Dragon,297
Ancient Brass Dragon,297
Ancient Cloud Dragon,297
Ancient Underworld Dragon,297
Aspidochelone,297
Hutijin,297
Kelpie's Wrath,297
Nemesis Devil,297
Old Gold Dragon,297
Vavakia,297
Water Yai,297
Irminsul,301
Ghaggurath,304
Katpaskir,304
Iron Colossus,309
Ancient Copper Dragon,310
Ancient Green Dragon,310
Ancient Magma Dragon,310
Ancient Sea Dragon,310
Astral Leviathan,310
Bandersnatch,310
Eremite,310
Leviathan,310
Maharaja,310
Very Old Red Dragon,310
Wyrm Gray Dragon,310
Wyrm White Dragon,310
Nightcrawler,312
Thriae Queen,312
Immolation Devil,315
Obcisidaemon,319
Tzitzimitl,319
Jack-in-irons Giant,321
Ancient Blue Dragon,324
Ancient Bronze Dragon,324
Ancient Cloud Dragon,324
Ancient Mist Dragon,324
Ancient Void Dragon,324
Deep Hunter Sea Serpent,324
Draconal,324
Pleroma,324
Simurgh,324
Veranallia,324
Wyrm Black Dragon,324
Wyrm Brass Dragon,324
Maphistal,330
Gallu,332
Vrolikai,332
Afanc,333
Ancient Sky Dragon,333
Baal,333
Deep Sea Serpent,333
Sard,333
Shoggoth,333
Ancient Silver Dragon,337
Ancient Umbral Dragon,337
Ancient Vortex Dragon,337
Ravener Behemoth,337
Gibbering Orb,337
Lhaksharut,337
Red Wyrm Ravener,337
Thunder Behemoth,337
Wyrm Copper Dragon,337
Wyrm Green Dragon,337
Yamaraj,337
Grendel,340
Humbaba,341
Mythic Very Old Green Dragon,342
Mythic Marilith,344
Charnel Colossus,345
Requiem Beetle,345
Stone Treant,346
Taiga Linnorm,346
Ancient Lunar Dragon,348
Jinushigami,348
Slag Worm,348
Pit Fiend,350
Wyrm Blue Dragon,351
Wyrm Bronze Dragon,351
Dantalion,356
Quantum,357
Ancient Red Dragon,362
Ancient Solar Dragon,362
Great Wyrm Gray Dragon,362
Great Wyrm White Dragon,362
Star-Spawn Of Cthulhu,362
Solar,363
Vepar,363
Devastator,365
Savage Great Cyclops,368
Balor,370
Olethrodaemon,370
Akvan,372
Gorson,372
Iathavos,372
Quantium Golem,375
Ancient Gold Dragon,377
Ancient Sovereign Dragon,377
Great Wyrm Black Dragon,377
Great Wyrm Brass Dragon,377
Grim Reaper,378
Moxix,379
Void Yai,379
Asurendra,385
Sonechard,385
Tarn Linnorm,385
Ancient Forest Dragon,387
Caasimolar,391
Dark Matter Entropic Ooze,391
Great Wyrm Copper Dragon,391
Great Wyrm Green Dragon,391
Nightwave,391
Thalassic Behemoth,391
Wyrm Red Dragon,391
Julunggali,399
Ravager Spawn,405
Ravager Spawn,405
Great Wyrm Blue Dragon,406
Great Wyrm Bronze Dragon,406
Elysian Titan,409
Fomorian Titan,413
Ancient Time Dragon,418
Mu Spore,418
Great Wyrm Umbral Dragon,420
Tor Linnorm,420
Elohim,423
Amon,434
Volnagur,437
Tempest Behemoth,445
Great Wyrm Red Dragon,449
Cherum,450
Jabberwock,455
Charon,464
Cerberus,465
Great Wyrm Gold Dragon,465
Wrath Dragon,465
Blood Queen,471
Ifestus,471
Thanatotic Titan,471
Chemnosit,472
Ravager Spawn,495
Inder,500
Susir,500
Hekatonkheires,516
Balor Lord,518
Mythic Wyrm Red Dragon,518
Stygian Leviathan,522
Living Lake,525
Tarrasque,525
Fafnheir,526
Nightripper,526
Yamasoth,526
Korada,528
Guardian Dragon,529
Kostchtchie,536
Lypso,540
Jubilex,553
Shamira,553
Baphomet,555
Lorthact,560
Moloch,561
Dagon,594
Kostchtchie,604
Pazuzu,604
Vildeis,610
Geryon,612
The Ravager,612
The Ravager,612
Drakainia,642
Baphomet,643
Xoveron,643
Bokrug,645
Agyra,656
Alastor,660
Onyst,660
Cernunnos,663
Shipbreaker Sea Serpent,665
Sifkesh,666
Dagon,676
Shax Demon Lord,676
Xaphan,717
Hastur,731
Deskari,742
Orcus,742
Pazuzu,752
Cthulhu,774
Nocticula,774
Slaad Lord Of The Insane,820
The Oinodaemon,857
The Ravager,857
Tsathogga,861
Slaad Lord Of Entropy,888
Fraz-urb'luu,900
Lucifer,943
